timestamp_folder,pig_id,pig_timestamp,rgb_jpg,rgb_aligned_jpg,ir_jpg,depth_jpg,rgb_cropped_jpg,rgb_aligned_cropped_jpg,ir_cropped_jpg,depth_cropped_jpg,rgb_raw,ir_raw,depth_raw
20260125-14-40-40,17,20260125-14-43-38,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig17_rgb_20260125-14-43-38.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig17_ir_vis_20260125-14-43-38.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig17_depth_vis_20260125-14-43-38.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig17_rgb_20260125-14-43-38_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig17_ir_vis_20260125-14-43-38_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig17_depth_vis_20260125-14-43-38_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig17_ir_20260125-14-43-38.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig17_depth_20260125-14-43-38.raw
20260125-14-40-40,18,20260125-14-43-47,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig18_rgb_20260125-14-43-47.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig18_ir_vis_20260125-14-43-47.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig18_depth_vis_20260125-14-43-47.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig18_rgb_20260125-14-43-47_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig18_ir_vis_20260125-14-43-47_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig18_depth_vis_20260125-14-43-47_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig18_ir_20260125-14-43-47.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-14-40-40/pig18_depth_20260125-14-43-47.raw
20260125-15-33-58,0,20260125-15-34-25,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig0_rgb_20260125-15-34-25.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig0_ir_vis_20260125-15-34-25.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig0_depth_vis_20260125-15-34-25.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig0_rgb_20260125-15-34-25_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig0_ir_vis_20260125-15-34-25_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig0_depth_vis_20260125-15-34-25_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig0_ir_20260125-15-34-25.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig0_depth_20260125-15-34-25.raw
20260125-15-33-58,1,20260125-15-34-33,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig1_rgb_20260125-15-34-33.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig1_ir_vis_20260125-15-34-33.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig1_depth_vis_20260125-15-34-33.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig1_rgb_20260125-15-34-33_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig1_ir_vis_20260125-15-34-33_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig1_depth_vis_20260125-15-34-33_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig1_ir_20260125-15-34-33.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig1_depth_20260125-15-34-33.raw
20260125-15-33-58,2,20260125-15-34-42,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig2_rgb_20260125-15-34-42.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig2_ir_vis_20260125-15-34-42.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig2_depth_vis_20260125-15-34-42.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig2_rgb_20260125-15-34-42_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig2_ir_vis_20260125-15-34-42_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig2_depth_vis_20260125-15-34-42_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig2_ir_20260125-15-34-42.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig2_depth_20260125-15-34-42.raw
20260125-15-33-58,3,20260125-15-34-51,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig3_rgb_20260125-15-34-51.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig3_ir_vis_20260125-15-34-51.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig3_depth_vis_20260125-15-34-51.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig3_rgb_20260125-15-34-51_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig3_ir_vis_20260125-15-34-51_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig3_depth_vis_20260125-15-34-51_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig3_ir_20260125-15-34-51.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig3_depth_20260125-15-34-51.raw
20260125-15-33-58,4,20260125-15-35-00,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig4_rgb_20260125-15-35-00.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig4_ir_vis_20260125-15-35-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig4_depth_vis_20260125-15-35-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig4_rgb_20260125-15-35-00_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig4_ir_vis_20260125-15-35-00_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig4_depth_vis_20260125-15-35-00_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig4_ir_20260125-15-35-00.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig4_depth_20260125-15-35-00.raw
20260125-15-33-58,5,20260125-15-35-09,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig5_rgb_20260125-15-35-09.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig5_ir_vis_20260125-15-35-09.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig5_depth_vis_20260125-15-35-09.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig5_rgb_20260125-15-35-09_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig5_ir_vis_20260125-15-35-09_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig5_depth_vis_20260125-15-35-09_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig5_ir_20260125-15-35-09.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig5_depth_20260125-15-35-09.raw
20260125-15-33-58,6,20260125-15-35-18,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig6_rgb_20260125-15-35-18.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig6_ir_vis_20260125-15-35-18.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig6_depth_vis_20260125-15-35-18.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig6_rgb_20260125-15-35-18_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig6_ir_vis_20260125-15-35-18_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig6_depth_vis_20260125-15-35-18_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig6_ir_20260125-15-35-18.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig6_depth_20260125-15-35-18.raw
20260125-15-33-58,7,20260125-15-35-27,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig7_rgb_20260125-15-35-27.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig7_ir_vis_20260125-15-35-27.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig7_depth_vis_20260125-15-35-27.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig7_rgb_20260125-15-35-27_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig7_ir_vis_20260125-15-35-27_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig7_depth_vis_20260125-15-35-27_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig7_ir_20260125-15-35-27.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig7_depth_20260125-15-35-27.raw
20260125-15-33-58,8,20260125-15-35-36,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig8_rgb_20260125-15-35-36.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig8_ir_vis_20260125-15-35-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig8_depth_vis_20260125-15-35-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig8_rgb_20260125-15-35-36_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig8_ir_vis_20260125-15-35-36_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig8_depth_vis_20260125-15-35-36_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig8_ir_20260125-15-35-36.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig8_depth_20260125-15-35-36.raw
20260125-15-33-58,9,20260125-15-35-45,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig9_rgb_20260125-15-35-45.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig9_ir_vis_20260125-15-35-45.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig9_depth_vis_20260125-15-35-45.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig9_rgb_20260125-15-35-45_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig9_ir_vis_20260125-15-35-45_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig9_depth_vis_20260125-15-35-45_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig9_ir_20260125-15-35-45.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig9_depth_20260125-15-35-45.raw
20260125-15-33-58,10,20260125-15-35-53,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig10_rgb_20260125-15-35-53.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig10_ir_vis_20260125-15-35-53.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig10_depth_vis_20260125-15-35-53.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig10_rgb_20260125-15-35-53_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig10_ir_vis_20260125-15-35-53_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig10_depth_vis_20260125-15-35-53_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig10_ir_20260125-15-35-53.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig10_depth_20260125-15-35-53.raw
20260125-15-33-58,11,20260125-15-36-03,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig11_rgb_20260125-15-36-03.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig11_ir_vis_20260125-15-36-03.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig11_depth_vis_20260125-15-36-03.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig11_rgb_20260125-15-36-03_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig11_ir_vis_20260125-15-36-03_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig11_depth_vis_20260125-15-36-03_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig11_ir_20260125-15-36-03.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig11_depth_20260125-15-36-03.raw
20260125-15-33-58,12,20260125-15-36-11,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig12_rgb_20260125-15-36-11.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig12_ir_vis_20260125-15-36-11.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig12_depth_vis_20260125-15-36-11.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig12_rgb_20260125-15-36-11_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig12_ir_vis_20260125-15-36-11_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig12_depth_vis_20260125-15-36-11_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig12_ir_20260125-15-36-11.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig12_depth_20260125-15-36-11.raw
20260125-15-33-58,13,20260125-15-36-20,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig13_rgb_20260125-15-36-20.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig13_ir_vis_20260125-15-36-20.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig13_depth_vis_20260125-15-36-20.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig13_rgb_20260125-15-36-20_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig13_ir_vis_20260125-15-36-20_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig13_depth_vis_20260125-15-36-20_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig13_ir_20260125-15-36-20.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig13_depth_20260125-15-36-20.raw
20260125-15-33-58,14,20260125-15-36-29,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig14_rgb_20260125-15-36-29.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig14_ir_vis_20260125-15-36-29.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig14_depth_vis_20260125-15-36-29.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig14_rgb_20260125-15-36-29_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig14_ir_vis_20260125-15-36-29_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig14_depth_vis_20260125-15-36-29_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig14_ir_20260125-15-36-29.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig14_depth_20260125-15-36-29.raw
20260125-15-33-58,15,20260125-15-36-38,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig15_rgb_20260125-15-36-38.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig15_ir_vis_20260125-15-36-38.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig15_depth_vis_20260125-15-36-38.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig15_rgb_20260125-15-36-38_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig15_ir_vis_20260125-15-36-38_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig15_depth_vis_20260125-15-36-38_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig15_ir_20260125-15-36-38.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig15_depth_20260125-15-36-38.raw
20260125-15-33-58,16,20260125-15-36-47,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig16_rgb_20260125-15-36-47.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig16_ir_vis_20260125-15-36-47.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig16_depth_vis_20260125-15-36-47.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig16_rgb_20260125-15-36-47_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig16_ir_vis_20260125-15-36-47_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig16_depth_vis_20260125-15-36-47_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig16_ir_20260125-15-36-47.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig16_depth_20260125-15-36-47.raw
20260125-15-33-58,17,20260125-15-36-56,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig17_rgb_20260125-15-36-56.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig17_ir_vis_20260125-15-36-56.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig17_depth_vis_20260125-15-36-56.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig17_rgb_20260125-15-36-56_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig17_ir_vis_20260125-15-36-56_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig17_depth_vis_20260125-15-36-56_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig17_ir_20260125-15-36-56.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig17_depth_20260125-15-36-56.raw
20260125-15-33-58,18,20260125-15-37-04,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig18_rgb_20260125-15-37-04.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig18_ir_vis_20260125-15-37-04.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig18_depth_vis_20260125-15-37-04.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig18_rgb_20260125-15-37-04_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig18_ir_vis_20260125-15-37-04_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig18_depth_vis_20260125-15-37-04_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig18_ir_20260125-15-37-04.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-15-33-58/pig18_depth_20260125-15-37-04.raw
20260125-16-59-14,0,20260125-16-59-41,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig0_rgb_20260125-16-59-41.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig0_ir_vis_20260125-16-59-41.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig0_depth_vis_20260125-16-59-41.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig0_rgb_20260125-16-59-41_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig0_ir_vis_20260125-16-59-41_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig0_depth_vis_20260125-16-59-41_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig0_ir_20260125-16-59-41.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig0_depth_20260125-16-59-41.raw
20260125-16-59-14,1,20260125-16-59-50,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig1_rgb_20260125-16-59-50.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig1_ir_vis_20260125-16-59-50.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig1_depth_vis_20260125-16-59-50.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig1_rgb_20260125-16-59-50_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig1_ir_vis_20260125-16-59-50_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig1_depth_vis_20260125-16-59-50_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig1_ir_20260125-16-59-50.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig1_depth_20260125-16-59-50.raw
20260125-16-59-14,2,20260125-16-59-58,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig2_rgb_20260125-16-59-58.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig2_ir_vis_20260125-16-59-58.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig2_depth_vis_20260125-16-59-58.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig2_rgb_20260125-16-59-58_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig2_ir_vis_20260125-16-59-58_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig2_depth_vis_20260125-16-59-58_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig2_ir_20260125-16-59-58.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig2_depth_20260125-16-59-58.raw
20260125-16-59-14,3,20260125-17-00-07,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig3_rgb_20260125-17-00-07.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig3_ir_vis_20260125-17-00-07.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig3_depth_vis_20260125-17-00-07.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig3_rgb_20260125-17-00-07_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig3_ir_vis_20260125-17-00-07_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig3_depth_vis_20260125-17-00-07_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig3_ir_20260125-17-00-07.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig3_depth_20260125-17-00-07.raw
20260125-16-59-14,4,20260125-17-00-16,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig4_rgb_20260125-17-00-16.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig4_ir_vis_20260125-17-00-16.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig4_depth_vis_20260125-17-00-16.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig4_rgb_20260125-17-00-16_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig4_ir_vis_20260125-17-00-16_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig4_depth_vis_20260125-17-00-16_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig4_ir_20260125-17-00-16.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig4_depth_20260125-17-00-16.raw
20260125-16-59-14,5,20260125-17-00-25,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig5_rgb_20260125-17-00-25.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig5_ir_vis_20260125-17-00-25.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig5_depth_vis_20260125-17-00-25.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig5_rgb_20260125-17-00-25_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig5_ir_vis_20260125-17-00-25_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig5_depth_vis_20260125-17-00-25_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig5_ir_20260125-17-00-25.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig5_depth_20260125-17-00-25.raw
20260125-16-59-14,6,20260125-17-00-34,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig6_rgb_20260125-17-00-34.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig6_ir_vis_20260125-17-00-34.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig6_depth_vis_20260125-17-00-34.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig6_rgb_20260125-17-00-34_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig6_ir_vis_20260125-17-00-34_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig6_depth_vis_20260125-17-00-34_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig6_ir_20260125-17-00-34.raw,/Users/akbar/Downloads/paal_pipeline/data/20260125-16-59-14/pig6_depth_20260125-17-00-34.raw
